userId,movieId,rating,timestamp
611,161131,-1.0,0.92448087431694
611,122890,-1.0,0.050928961748633886
611,188301,1.0,0.05759562841530054
611,122898,-1.0,0.16622950819672133
611,200015,1.0,0.021639344262295093
611,200019,1.0,0.06677595628415302
611,159858,1.0,0.03639344262295083
611,162414,1.0,0.12404371584699454
611,187595,1.0,0.1749726775956284
611,200016,1.0,0.039453551912568316
611,183897,1.0,0.040218579234972684
611,135569,1.0,0.021420765027322416
611,200012,1.0,0.0062295081967213145
611,161634,1.0,0.030928961748633882
611,167746,1.0,0.058142076502732246
611,168254,1.0,0.059125683060109305
611,122918,1.0,0.0225136612021858
611,152077,1.0,0.03683060109289618
611,200047,1.0,0.023606557377049184
611,200057,1.0,0.1151912568306011
611,169984,1.0,0.047213114754098354
611,138210,1.0,1.0
611,168250,1.0,0.4146448087431694
611,200051,1.0,0.08360655737704918
611,200052,1.0,0.20786885245901637
611,200030,1.0,0.12513661202185794
611,200080,1.0,0.10404371584699455
611,189333,1.0,0.10163934426229508
611,200014,1.0,0.006994535519125683
611,186587,1.0,0.02021857923497268
611,187541,1.0,0.004699453551912577
611,175303,1.0,0.006775956284153006
611,183611,1.0,0.0
611,164179,1.0,0.01956284153005465
611,162598,1.0,0.046666666666666676
611,175199,1.0,0.04754098360655738
611,163645,1.0,0.018469945355191267
611,122920,1.0,0.005792349726775961
611,200040,1.0,0.05562841530054645
