,userId,movieId,rating,timestamp
611,161131,-1.0816881428064782,0.92448087431694
611,122890,-19.635193133047206,0.050928961748633886
611,188301,17.362428842504745,0.05759562841530054
611,122898,-6.015779092702169,0.16622950819672133
611,200015,46.2121212121212,0.02163934426229509
611,200019,14.975450081833054,0.06677595628415303
611,159858,27.47747747747747,0.03639344262295083
611,162414,8.061674008810572,0.12404371584699456
611,187595,5.715178013741412,0.1749726775956284
611,200016,25.34626038781163,0.039453551912568316
611,183897,24.864130434782606,0.040218579234972684
611,135569,46.68367346938773,0.021420765027322416
611,200012,160.52631578947364,0.006229508196721314
611,161634,32.3321554770318,0.030928961748633882
611,167746,17.199248120300748,0.05814207650273225
611,168254,16.913123844731974,0.0591256830601093
611,122918,44.417475728155324,0.0225136612021858
611,152077,27.151335311572694,0.03683060109289618
611,200047,42.36111111111111,0.023606557377049184
611,200057,8.681214421252372,0.1151912568306011
611,169984,21.18055555555556,0.04721311475409835
611,138210,1.0,1.0
611,168250,2.411702688455456,0.4146448087431694
611,200051,11.96078431372549,0.08360655737704918
611,200052,4.810725552050473,0.2078688524590164
611,200030,7.991266375545851,0.12513661202185794
611,200080,9.611344537815123,0.10404371584699457
611,189333,9.838709677419354,0.10163934426229508
611,200014,142.96875,0.006994535519125683
611,186587,49.45945945945945,0.02021857923497268
611,187541,212.7906976744182,0.004699453551912577
611,175303,147.5806451612903,0.006775956284153006
611,183611,inf,0.0
611,164179,51.11731843575418,0.01956284153005465
611,162598,21.42857142857142,0.04666666666666668
611,175199,21.034482758620687,0.04754098360655738
611,163645,54.14201183431949,0.01846994535519127
611,122920,172.6415094339621,0.005792349726775961
611,200040,17.976424361493123,0.05562841530054645
